Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
1987,13,1987-01-10,Sat,REG,H,North Carolina,3,ACC,L,77,85,NA,11,2,L 1,Cameron Indoor Stadium
1987,14,1987-01-14,Wed,REG,A,Maryland,NA,ACC,W,85,61,NA,12,2,W 1,Cole Fieldhouse
1987,15,1987-01-17,Sat,REG,H,Wake Forest,NA,ACC,W,69,49,NA,13,2,W 2,Cameron Indoor Stadium
1987,16,1987-01-21,Wed,REG,A,North Carolina State,20,ACC,L,74,87,NA,13,3,L 1,Reynolds Coliseum
1987,17,1987-01-24,Sat,REG,A,Clemson,10,ACC,W,105,100,OT,14,3,W 1,Littlejohn Coliseum
1987,18,1987-01-26,Mon,REG,H,Cornell,NA,Ivy,W,85,59,NA,15,3,W 2,Cameron Indoor Stadium
1987,19,1987-01-29,Thu,REG,A,Georgia Tech,NA,ACC,L,66,75,NA,15,4,L 1,Alexander Memorial Coliseum
1987,20,1987-01-31,Sat,REG,N,Wake Forest,NA,ACC,W,62,60,OT,16,4,W 1,Greensboro Coliseum
1987,21,1987-02-02,Mon,REG,H,Stetson,NA,A-Sun,W,62,59,NA,17,4,W 2,Cameron Indoor Stadium
1987,22,1987-02-04,Wed,REG,H,Virginia,NA,ACC,W,75,61,NA,18,4,W 3,Cameron Indoor Stadium
1987,23,1987-02-07,Sat,REG,H,Maryland,NA,ACC,W,76,67,NA,19,4,W 4,Cameron Indoor Stadium
1987,24,1987-02-10,Tue,REG,A,Harvard,NA,Ivy,W,98,86,NA,20,4,W 5,Lavietes Pavilion
1987,25,1987-02-15,Sun,REG,A,Notre Dame,NA,Ind,L,66,70,OT,20,5,L 1,Purcell Pavilion at the Joyce Center
1987,26,1987-02-19,Thu,REG,H,North Carolina State,NA,ACC,W,66,50,NA,21,5,W 1,Cameron Indoor Stadium
1987,27,1987-02-21,Sat,REG,H,Georgia Tech,NA,ACC,L,72,79,NA,21,6,L 1,Cameron Indoor Stadium
1987,28,1987-02-26,Thu,REG,A,North Carolina,2,ACC,L,71,77,NA,21,7,L 2,Dean Smith Center
1987,29,1987-02-28,Sat,REG,H,Clemson,13,ACC,W,65,59,NA,22,7,W 1,Cameron Indoor Stadium
1987,30,1987-03-06,Fri,CTOURN,N,North Carolina State,NA,ACC,L,64,71,OT,22,8,L 1,Capital Centre
1987,31,1987-03-12,Thu,NCAA,N,Texas A&M,NA,SWC,W,58,51,NA,23,8,W 1,RCA Dome
1987,32,1987-03-14,Sat,NCAA,N,Xavier,NA,MW Coll,W,65,60,NA,24,8,W 2,RCA Dome
1987,33,1987-03-20,Fri,NCAA,N,Indiana,3,Big Ten,L,82,88,NA,24,9,L 1,NA
1988,1,1987-11-28,Sat,REG,H,Appalachian State,NA,Southern,W,110,74,NA,1,0,W 1,Cameron Indoor Stadium
1988,2,1987-11-30,Mon,REG,H,East Carolina,NA,CAA,W,94,45,NA,2,0,W 2,Cameron Indoor Stadium
1988,3,1987-12-03,Thu,REG,A,Northwestern,NA,Big Ten,W,79,57,NA,3,0,W 3,Welsh-Ryan Arena
1988,4,1987-12-09,Wed,REG,H,Davidson,NA,Southern,W,105,71,NA,4,0,W 4,Charlotte Coliseum
1988,5,1987-12-21,Mon,REG,H,Harvard,NA,Ivy,W,121,62,NA,5,0,W 5,Cameron Indoor Stadium
1988,6,1987-12-29,Tue,REG,N,Florida,8,SEC,W,93,70,NA,6,0,W 6,McKale Center
1988,7,1987-12-30,Wed,REG,A,Arizona,1,Pac-10,L,85,91,NA,6,1,L 1,McKale Center
1988,8,1988-01-04,Mon,REG,H,William & Mary,NA,CAA,W,101,70,NA,7,1,W 1,Cameron Indoor Stadium
1988,9,1988-01-06,Wed,REG,H,Miami,NA,Ind,W,107,69,NA,8,1,W 2,Cameron Indoor Stadium
1988,10,1988-01-09,Sat,REG,A,Virginia,NA,ACC,W,77,59,NA,9,1,W 3,University Hall
1988,11,1988-01-14,Thu,REG,H,Saint Louis,NA,MW Coll,W,69,53,NA,10,1,W 4,Cameron Indoor Stadium
1988,12,1988-01-16,Sat,REG,H,Maryland,NA,ACC,L,69,72,NA,10,2,L 1,Cameron Indoor Stadium
1988,13,1988-01-21,Thu,REG,A,North Carolina,2,ACC,W,70,69,NA,11,2,W 1,Dean Smith Center
1988,14,1988-01-23,Sat,REG,N,Wake Forest,NA,ACC,W,103,70,NA,12,2,W 2,Greensboro Coliseum
1988,15,1988-01-25,Mon,REG,N,Stetson,NA,A-Sun,W,81,78,NA,13,2,W 3,Ocean Center
1988,16,1988-02-01,Mon,REG,H,Clemson,NA,ACC,W,101,63,NA,14,2,W 4,Cameron Indoor Stadium
1988,17,1988-02-03,Wed,REG,H,Georgia Tech,NA,ACC,W,78,65,NA,15,2,W 5,Cameron Indoor Stadium
1988,18,1988-02-06,Sat,REG,H,North Carolina State,NA,ACC,L,74,77,NA,15,3,L 1,Cameron Indoor Stadium
1988,19,1988-02-07,Sun,REG,H,Notre Dame,NA,Ind,W,70,61,NA,16,3,W 1,Cameron Indoor Stadium
1988,20,1988-02-11,Thu,REG,H,Wake Forest,NA,ACC,W,98,67,NA,17,3,W 2,Cameron Indoor Stadium
1988,21,1988-02-13,Sat,REG,A,Maryland,NA,ACC,W,90,83,NA,18,3,W 3,Cole Fieldhouse
1988,22,1988-02-17,Wed,REG,H,Virginia,NA,ACC,W,73,54,NA,19,3,W 4,Cameron Indoor Stadium
1988,23,1988-02-20,Sat,REG,A,Kansas,NA,Big 8,W,74,70,OT,20,3,W 5,Allen Fieldhouse
1988,24,1988-02-24,Wed,REG,A,North Carolina State,NA,ACC,L,78,89,NA,20,4,L 1,Reynolds Coliseum
1988,25,1988-02-28,Sun,REG,A,Georgia Tech,20,ACC,L,87,91,NA,20,5,L 2,Alexander Memorial Coliseum
1988,26,1988-03-02,Wed,REG,A,Clemson,NA,ACC,L,77,79,NA,20,6,L 3,Littlejohn Coliseum
1988,27,1988-03-06,Sun,REG,H,North Carolina,6,ACC,W,96,81,NA,21,6,W 1,Cameron Indoor Stadium
1988,28,1988-03-11,Fri,CTOURN,N,Virginia,NA,ACC,W,60,48,NA,22,6,W 2,Greensboro Coliseum
1988,29,1988-03-12,Sat,CTOURN,N,North Carolina State,11,ACC,W,73,71,NA,23,6,W 3,Greensboro Coliseum
1988,30,1988-03-13,Sun,CTOURN,N,North Carolina,9,ACC,W,65,61,NA,24,6,W 4,Greensboro Coliseum
1988,31,1988-03-17,Thu,NCAA,N,Boston University,NA,ECACN,W,85,69,NA,25,6,W 5,NA
1988,32,1988-03-19,Sat,NCAA,N,Southern Methodist,NA,SWC,W,94,79,NA,26,6,W 6,Dean Smith Center
1988,33,1988-03-24,Thu,NCAA,N,Rhode Island,NA,A-10,W,73,72,NA,27,6,W 7,Izod Center
1988,34,1988-03-26,Sat,NCAA,N,Temple,1,A-10,W,63,53,NA,28,6,W 8,NA
1988,35,1988-04-02,Sat,NCAA,N,Kansas,NA,Big 8,L,59,66,NA,28,7,L 1,NA
1989,1,1988-11-19,Sat,REG,N,Kentucky,NA,SEC,W,80,55,NA,1,0,W 1,Springfield Civic Center
1989,2,1988-11-26,Sat,REG,H,Citadel,NA,Southern,W,93,52,NA,2,0,W 2,Cameron Indoor Stadium
1989,3,1988-11-30,Wed,REG,H,East Carolina,NA,CAA,W,95,46,NA,3,0,W 3,Cameron Indoor Stadium
1989,4,1988-12-03,Sat,REG,H,Northwestern,NA,Big Ten,W,86,62,NA,4,0,W 4,Cameron Indoor Stadium
1989,5,1988-12-05,Mon,REG,H,Stetson,NA,A-Sun,W,90,62,NA,5,0,W 5,Cameron Indoor Stadium
1989,6,1988-12-10,Sat,REG,A,Miami,NA,Ind,W,117,102,NA,6,0,W 6,Miami Arena
1989,7,1988-12-21,Wed,REG,H,Wake Forest,NA,ACC,W,94,88,NA,7,0,W 7,Cameron Indoor Stadium
1989,8,1988-12-29,Thu,REG,H,Cornell,NA,Ivy,W,94,59,NA,8,0,W 8,Cameron Indoor Stadium
1989,9,1989-01-03,Tue,REG,A,Washington,NA,Pac-10,W,87,61,NA,9,0,W 9,Bank of America Arena
1989,10,1989-01-05,Thu,REG,H,Davidson,NA,Ind,W,101,53,NA,10,0,W 10,Cameron Indoor Stadium
1989,11,1989-01-07,Sat,REG,A,Virginia,NA,ACC,W,84,76,NA,11,0,W 11,University Hall
1989,12,1989-01-11,Wed,REG,H,William & Mary,NA,CAA,W,100,38,NA,12,0,W 12,Cameron Indoor Stadium
1989,13,1989-01-14,Sat,REG,A,Maryland,NA,ACC,W,82,72,NA,13,0,W 13,Cole Fieldhouse
1989,14,1989-01-18,Wed,REG,H,North Carolina,13,ACC,L,71,91,NA,13,1,L 1,Cameron Indoor Stadium
1989,15,1989-01-21,Sat,REG,N,Wake Forest,NA,ACC,L,71,75,NA,13,2,L 2,Greensboro Coliseum
1989,16,1989-01-26,Thu,REG,A,North Carolina State,15,ACC,L,73,88,NA,13,3,L 3,Reynolds Coliseum
1989,17,1989-01-29,Sun,REG,H,Clemson,NA,ACC,W,92,62,NA,14,3,W 1,Cameron Indoor Stadium
1989,18,1989-02-02,Thu,REG,A,Georgia Tech,NA,ACC,L,76,81,NA,14,4,L 1,Alexander Memorial Coliseum
1989,19,1989-02-05,Sun,REG,A,Notre Dame,NA,Ind,W,102,80,NA,15,4,W 1,Purcell Pavilion at the Joyce Center
1989,20,1989-02-08,Wed,REG,H,Virginia,NA,ACC,W,85,66,NA,16,4,W 2,Cameron Indoor Stadium
1989,21,1989-02-11,Sat,REG,H,Maryland,NA,ACC,W,86,60,NA,17,4,W 3,Cameron Indoor Stadium
1989,22,1989-02-14,Tue,REG,A,Harvard,NA,Ivy,W,98,59,NA,18,4,W 4,Lavietes Pavilion
1989,23,1989-02-18,Sat,REG,H,Kansas,NA,Big 8,W,102,77,NA,19,4,W 5,Cameron Indoor Stadium
1989,24,1989-02-20,Mon,REG,H,Georgia Tech,NA,ACC,W,91,66,NA,20,4,W 6,Cameron Indoor Stadium
1989,25,1989-02-23,Thu,REG,H,North Carolina State,17,ACC,W,86,65,NA,21,4,W 7,Cameron Indoor Stadium
1989,26,1989-02-26,Sun,REG,N,Arizona,2,Pac-10,L,75,77,NA,21,5,L 1,Izod Center
1989,27,1989-03-01,Wed,REG,A,Clemson,NA,ACC,L,74,79,NA,21,6,L 2,Littlejohn Coliseum
1989,28,1989-03-05,Sun,REG,A,North Carolina,5,ACC,W,88,86,NA,22,6,W 1,Dean Smith Center
1989,29,1989-03-10,Fri,CTOURN,N,Wake Forest,NA,ACC,W,88,64,NA,23,6,W 2,The Omni
1989,30,1989-03-11,Sat,CTOURN,N,Virginia,NA,ACC,W,69,58,NA,24,6,W 3,The Omni
1989,31,1989-03-12,Sun,CTOURN,N,North Carolina,9,ACC,L,74,77,NA,24,7,L 1,The Omni
1989,32,1989-03-16,Thu,NCAA,N,South Carolina State,NA,MEAC,W,90,69,NA,25,7,W 1,Greensboro Coliseum
1989,33,1989-03-18,Sat,NCAA,N,West Virginia,17,A-10,W,70,63,NA,26,7,W 2,Greensboro Coliseum
1989,34,1989-03-24,Fri,NCAA,N,Minnesota,NA,Big Ten,W,87,70,NA,27,7,W 3,Izod Center
1989,35,1989-03-26,Sun,NCAA,N,Georgetown,2,Big East,W,85,77,NA,28,7,W 4,NA
1989,36,1989-04-01,Sat,NCAA,N,Seton Hall,11,Big East,L,78,95,NA,28,8,L 1,Kingdome
1990,1,1989-11-25,Sat,REG,H,Harvard,NA,Ivy,W,130,54,NA,1,0,W 1,Cameron Indoor Stadium
1990,2,1989-11-29,Wed,REG,H,Canisius,NA,MAAC,W,102,66,NA,2,0,W 2,Cameron Indoor Stadium
1990,3,1989-12-02,Sat,REG,A,Northwestern,NA,Big Ten,W,103,77,NA,3,0,W 3,Welsh-Ryan Arena
1990,4,1989-12-06,Wed,REG,N,Syracuse,1,Big East,L,76,78,NA,3,1,L 1,Greensboro Coliseum
1990,5,1989-12-09,Sat,REG,A,Michigan,8,Big Ten,L,108,113,OT,3,2,L 2,Crisler Arena
1990,6,1989-12-21,Thu,REG,A,Davidson,NA,Ind,W,89,44,NA,4,2,W 1,Belk Arena
1990,7,1989-12-23,Sat,REG,H,Washington,NA,Pac-10,W,74,64,NA,5,2,W 2,Cameron Indoor Stadium
1990,8,1989-12-28,Thu,REG,N,Drake,NA,MVC,W,101,77,NA,6,2,W 3,Neal S. Blaisdell Center
1990,9,1989-12-29,Fri,REG,N,Cincinnati,NA,Metro,W,95,83,NA,7,2,W 4,Neal S. Blaisdell Center
1990,10,1989-12-30,Sat,REG,A,Hawaii,NA,WAC,W,87,75,NA,8,2,W 5,Neal S. Blaisdell Center
1990,11,1990-01-03,Wed,REG,H,Citadel,NA,Southern,W,108,69,NA,9,2,W 6,Cameron Indoor Stadium
1990,12,1990-01-06,Sat,REG,H,Virginia,NA,ACC,W,76,68,NA,10,2,W 7,Cameron Indoor Stadium
1990,13,1990-01-11,Thu,REG,A,Georgia Tech,9,ACC,W,96,91,NA,11,2,W 8,Alexander Memorial Coliseum
1990,14,1990-01-13,Sat,REG,H,Maryland,NA,ACC,W,91,80,NA,12,2,W 9,Cameron Indoor Stadium
1990,15,1990-01-17,Wed,REG,A,North Carolina,NA,ACC,L,60,79,NA,12,3,L 1,Dean Smith Center
1990,16,1990-01-20,Sat,REG,A,Wake Forest,NA,ACC,W,97,69,NA,13,3,W 1,Lawrence Joel Coliseum
1990,17,1990-01-22,Mon,REG,A,William & Mary,NA,CAA,W,109,76,NA,14,3,W 2,Kaplan Arena at William and Mary Hall
1990,18,1990-01-24,Wed,REG,H,North Carolina State,NA,ACC,W,85,82,OT,15,3,W 3,Cameron Indoor Stadium
1990,19,1990-01-28,Sun,REG,H,Georgia Tech,13,ACC,W,88,86,NA,16,3,W 4,Cameron Indoor Stadium
1990,20,1990-01-31,Wed,REG,H,Clemson,NA,ACC,W,94,80,NA,17,3,W 5,Cameron Indoor Stadium
1990,21,1990-02-04,Sun,REG,H,Notre Dame,NA,Ind,W,88,76,NA,18,3,W 6,Cameron Indoor Stadium
1990,22,1990-02-08,Thu,REG,A,Virginia,NA,ACC,L,69,72,NA,18,4,L 1,University Hall
1990,23,1990-02-10,Sat,REG,A,Maryland,NA,ACC,W,114,111,OT,19,4,W 1,Cole Fieldhouse
1990,24,1990-02-12,Mon,REG,N,Stetson,NA,A-Sun,W,102,67,NA,20,4,W 2,Amway Arena
1990,25,1990-02-14,Wed,REG,H,East Carolina,NA,CAA,W,84,51,NA,21,4,W 3,Cameron Indoor Stadium
1990,26,1990-02-18,Sun,REG,H,Wake Forest,NA,ACC,W,71,56,NA,22,4,W 4,Cameron Indoor Stadium
1990,27,1990-02-21,Wed,REG,A,North Carolina State,NA,ACC,L,71,76,NA,22,5,L 1,Reynolds Coliseum
1990,28,1990-02-25,Sun,REG,H,Arizona,21,Pac-10,W,78,76,NA,23,5,W 1,Cameron Indoor Stadium
1990,29,1990-02-28,Wed,REG,A,Clemson,20,ACC,L,93,97,NA,23,6,L 1,Littlejohn Coliseum
1990,30,1990-03-04,Sun,REG,H,North Carolina,NA,ACC,L,75,87,NA,23,7,L 2,Cameron Indoor Stadium
1990,31,1990-03-09,Fri,CTOURN,N,Maryland,NA,ACC,W,104,84,NA,24,7,W 1,Bojangles Coliseum
1990,32,1990-03-10,Sat,CTOURN,N,Georgia Tech,14,ACC,L,72,83,NA,24,8,L 1,Bojangles Coliseum
1990,33,1990-03-16,Fri,NCAA,N,Richmond,NA,CAA,W,81,46,NA,25,8,W 1,The Omni
1990,34,1990-03-18,Sun,NCAA,N,St. John's,NA,Big East,W,76,72,NA,26,8,W 2,The Omni
1990,35,1990-03-22,Thu,NCAA,N,UCLA,NA,Pac-10,W,90,81,NA,27,8,W 3,Izod Center
1990,36,1990-03-24,Sat,NCAA,N,Connecticut,4,Big East,W,79,78,OT,28,8,W 4,Izod Center
1990,37,1990-03-31,Sat,NCAA,N,Arkansas,7,SWC,W,97,83,NA,29,8,W 5,NA
1990,38,1990-04-02,Mon,NCAA,N,Nevada-Las Vegas,NA,Big West,L,73,103,NA,29,9,L 1,NA
1991,1,1990-11-14,Wed,REG,H,Marquette,NA,MW Coll,W,87,74,NA,1,0,W 1,Cameron Indoor Stadium
1991,2,1990-11-16,Fri,REG,H,Boston College,NA,Big East,W,100,76,NA,2,0,W 2,Cameron Indoor Stadium
1991,3,1990-11-21,Wed,REG,N,Arkansas,2,SWC,L,88,98,NA,2,1,L 1,Madison Square Garden (IV)
1991,4,1990-11-23,Fri,REG,N,Notre Dame,NA,Ind,W,85,77,NA,3,1,W 1,Madison Square Garden (IV)
1991,5,1990-11-26,Mon,REG,H,East Carolina,NA,CAA,W,125,82,NA,4,1,W 2,Cameron Indoor Stadium
1991,6,1990-12-01,Sat,REG,H,Charlotte,NA,Sun Belt,W,111,94,NA,5,1,W 3,Cameron Indoor Stadium
1991,7,1990-12-05,Wed,REG,A,Georgetown,6,Big East,L,74,79,NA,5,2,L 1,Capital Centre
1991,8,1990-12-08,Sat,REG,H,Michigan,NA,Big Ten,W,75,68,NA,6,2,W 1,Cameron Indoor Stadium
1991,9,1990-12-19,Wed,REG,A,Harvard,NA,Ivy,W,103,61,NA,7,2,W 2,Lavietes Pavilion
1991,10,1990-12-22,Sat,REG,A,Oklahoma,11,Big 8,W,90,85,NA,8,2,W 3,Lloyd Noble Center
1991,11,1990-12-29,Sat,REG,H,Lehigh,NA,Patriot,W,97,67,NA,9,2,W 4,Cameron Indoor Stadium
1991,12,1991-01-02,Wed,REG,H,Boston University,NA,NAC,W,109,55,NA,10,2,W 5,Cameron Indoor Stadium
1991,13,1991-01-05,Sat,REG,A,Virginia,18,ACC,L,64,81,NA,10,3,L 1,University Hall
1991,14,1991-01-09,Wed,REG,H,Georgia Tech,24,ACC,W,98,57,NA,11,3,W 1,Cameron Indoor Stadium
1991,15,1991-01-12,Sat,REG,A,Maryland,NA,ACC,W,94,78,NA,12,3,W 2,Cole Fieldhouse
1991,16,1991-01-14,Mon,REG,H,Wake Forest,NA,ACC,W,89,67,NA,13,3,W 3,Cameron Indoor Stadium
1991,17,1991-01-16,Wed,REG,A,Citadel,NA,Southern,W,83,50,NA,14,3,W 4,McAlister Field House
1991,18,1991-01-19,Sat,REG,H,North Carolina,5,ACC,W,74,60,NA,15,3,W 5,Cameron Indoor Stadium
1991,19,1991-01-23,Wed,REG,A,North Carolina State,NA,ACC,L,89,95,NA,15,4,L 1,Reynolds Coliseum
1991,20,1991-01-26,Sat,REG,A,Clemson,NA,ACC,W,99,70,NA,16,4,W 1,Littlejohn Coliseum
1991,21,1991-01-30,Wed,REG,A,Georgia Tech,23,ACC,W,77,75,NA,17,4,W 2,Alexander Memorial Coliseum
1991,22,1991-02-02,Sat,REG,A,Notre Dame,NA,Ind,W,90,77,NA,18,4,W 3,Purcell Pavilion at the Joyce Center
1991,23,1991-02-07,Thu,REG,H,Virginia,11,ACC,W,86,74,NA,19,4,W 4,Cameron Indoor Stadium
1991,24,1991-02-09,Sat,REG,H,Maryland,NA,ACC,W,101,81,NA,20,4,W 5,Cameron Indoor Stadium
1991,25,1991-02-10,Sun,REG,H,Louisiana State,19,SEC,W,88,70,NA,21,4,W 6,Cameron Indoor Stadium
1991,26,1991-02-13,Wed,REG,H,Davidson,NA,Big South,W,74,39,NA,22,4,W 7,Cameron Indoor Stadium
1991,27,1991-02-16,Sat,REG,A,Wake Forest,NA,ACC,L,77,86,NA,22,5,L 1,Lawrence Joel Coliseum
1991,28,1991-02-20,Wed,REG,H,North Carolina State,NA,ACC,W,72,65,NA,23,5,W 1,Cameron Indoor Stadium
1991,29,1991-02-24,Sun,REG,A,Arizona,9,Pac-10,L,96,103,2OT,23,6,L 1,McKale Center
1991,30,1991-02-27,Wed,REG,H,Clemson,NA,ACC,W,79,62,NA,24,6,W 1,Cameron Indoor Stadium
1991,31,1991-03-03,Sun,REG,A,North Carolina,4,ACC,W,83,77,NA,25,6,W 2,Dean Smith Center
1991,32,1991-03-09,Sat,CTOURN,N,North Carolina State,NA,ACC,W,93,72,NA,26,6,W 3,Bojangles Coliseum
1991,33,1991-03-10,Sun,CTOURN,N,North Carolina,7,ACC,L,74,96,NA,26,7,L 1,Bojangles Coliseum
1991,34,1991-03-14,Thu,NCAA,N,Louisiana-Monroe,NA,Southland,W,102,73,NA,27,7,W 1,Hubert H. Humphrey Metrodome
1991,35,1991-03-16,Sat,NCAA,N,Iowa,NA,Big Ten,W,85,70,NA,28,7,W 2,Hubert H. Humphrey Metrodome
1991,36,1991-03-22,Fri,NCAA,N,Connecticut,NA,Big East,W,81,67,NA,29,7,W 3,NA
1991,37,1991-03-24,Sun,NCAA,N,St. John's,NA,Big East,W,78,61,NA,30,7,W 4,Pontiac Silverdome
1991,38,1991-03-30,Sat,NCAA,N,Nevada-Las Vegas,NA,Big West,W,79,77,NA,31,7,W 5,NA
1991,39,1991-04-01,Mon,NCAA,N,Kansas,12,Big 8,W,72,65,NA,32,7,W 6,RCA Dome
1992,1,1991-11-25,Mon,REG,H,East Carolina,NA,CAA,W,103,75,NA,1,0,W 1,Cameron Indoor Stadium
1992,2,1991-11-30,Sat,REG,H,Harvard,NA,Ivy,W,118,65,NA,2,0,W 2,Cameron Indoor Stadium
1992,3,1991-12-05,Thu,REG,N,St. John's,NA,Big East,W,91,81,NA,3,0,W 3,Greensboro Coliseum
1992,4,1991-12-07,Sat,REG,A,Canisius,NA,MAAC,W,96,60,NA,4,0,W 4,Buffalo Memorial Auditorium
1992,5,1991-12-14,Sat,REG,A,Michigan,18,Big Ten,W,88,85,OT,5,0,W 5,Crisler Arena
1992,6,1991-12-30,Mon,REG,H,William & Mary,NA,CAA,W,97,91,NA,6,0,W 6,Cameron Indoor Stadium
1992,7,1992-01-02,Thu,REG,A,Virginia,NA,ACC,W,68,62,NA,7,0,W 7,University Hall
1992,8,1992-01-06,Mon,REG,H,Florida State,NA,ACC,W,86,70,NA,8,0,W 8,Cameron Indoor Stadium
1992,9,1992-01-08,Wed,REG,A,Maryland,NA,ACC,W,83,66,NA,9,0,W 9,Cole Fieldhouse
1992,10,1992-01-11,Sat,REG,H,Georgia Tech,14,ACC,W,97,84,NA,10,0,W 10,Cameron Indoor Stadium
1992,11,1992-01-15,Wed,REG,H,North Carolina State,NA,ACC,W,110,75,NA,11,0,W 11,Cameron Indoor Stadium
1992,12,1992-01-18,Sat,REG,H,Charlotte,18,Metro,W,104,82,NA,12,0,W 12,Cameron Indoor Stadium
1992,13,1992-01-21,Tue,REG,A,Boston University,NA,NAC,W,95,85,NA,13,0,W 13,Walter Brown Arena
1992,14,1992-01-25,Sat,REG,H,Wake Forest,NA,ACC,W,84,68,NA,14,0,W 14,Cameron Indoor Stadium
1992,15,1992-01-27,Mon,REG,H,Clemson,NA,ACC,W,112,73,NA,15,0,W 15,Cameron Indoor Stadium
1992,16,1992-01-30,Thu,REG,A,Florida State,23,ACC,W,75,62,NA,16,0,W 16,Donald L. Tucker Center
1992,17,1992-02-01,Sat,REG,H,Notre Dame,NA,Ind,W,100,71,NA,17,0,W 17,Cameron Indoor Stadium
1992,18,1992-02-05,Wed,REG,A,North Carolina,9,ACC,L,73,75,NA,17,1,L 1,Dean Smith Center
1992,19,1992-02-08,Sat,REG,A,Louisiana State,22,SEC,W,77,67,NA,18,1,W 1,Maravich Assembly Center
1992,20,1992-02-12,Wed,REG,A,Georgia Tech,NA,ACC,W,71,62,NA,19,1,W 2,Alexander Memorial Coliseum
1992,21,1992-02-16,Sun,REG,A,North Carolina State,NA,ACC,W,71,63,NA,20,1,W 3,Reynolds Coliseum
1992,22,1992-02-20,Thu,REG,H,Maryland,NA,ACC,W,91,89,NA,21,1,W 4,Cameron Indoor Stadium
1992,23,1992-02-23,Sun,REG,A,Wake Forest,NA,ACC,L,68,72,NA,21,2,L 1,Lawrence Joel Coliseum
1992,24,1992-02-26,Wed,REG,H,Virginia,NA,ACC,W,76,67,NA,22,2,W 1,Cameron Indoor Stadium
1992,25,1992-03-01,Sun,REG,A,UCLA,4,Pac-10,W,75,65,NA,23,2,W 2,Pauley Pavilion
1992,26,1992-03-04,Wed,REG,A,Clemson,NA,ACC,W,98,97,NA,24,2,W 3,Littlejohn Coliseum
1992,27,1992-03-08,Sun,REG,H,North Carolina,16,ACC,W,89,77,NA,25,2,W 4,Cameron Indoor Stadium
1992,28,1992-03-13,Fri,CTOURN,N,Maryland,NA,ACC,W,94,87,NA,26,2,W 5,Bojangles Coliseum
1992,29,1992-03-14,Sat,CTOURN,N,Georgia Tech,NA,ACC,W,89,76,NA,27,2,W 6,Bojangles Coliseum
1992,30,1992-03-15,Sun,CTOURN,N,North Carolina,20,ACC,W,94,74,NA,28,2,W 7,Bojangles Coliseum
1992,31,1992-03-19,Thu,NCAA,N,Campbell,NA,Big South,W,82,56,NA,29,2,W 8,NA
1992,32,1992-03-21,Sat,NCAA,N,Iowa,NA,Big Ten,W,75,62,NA,30,2,W 9,Greensboro Coliseum
1992,33,1992-03-26,Thu,NCAA,N,Seton Hall,19,Big East,W,81,69,NA,31,2,W 10,The Spectrum
1992,34,1992-03-28,Sat,NCAA,N,Kentucky,6,SEC,W,104,103,OT,32,2,W 11,The Spectrum
1992,35,1992-04-04,Sat,NCAA,N,Indiana,5,Big Ten,W,81,78,NA,33,2,W 12,Hubert H. Humphrey Metrodome
1992,36,1992-04-06,Mon,NCAA,N,Michigan,15,Big Ten,W,71,51,NA,34,2,W 13,Hubert H. Humphrey Metrodome
1993,1,1992-12-01,Tue,REG,H,Canisius,NA,MAAC,W,110,62,NA,1,0,W 1,Cameron Indoor Stadium
1993,2,1992-12-05,Sat,REG,H,Michigan,1,Big Ten,W,79,68,NA,2,0,W 2,Cameron Indoor Stadium
1993,3,1992-12-07,Mon,REG,H,Northeastern,NA,NAC,W,103,72,NA,3,0,W 3,Cameron Indoor Stadium
1993,4,1992-12-12,Sat,REG,N,Rutgers,NA,A-10,W,88,79,NA,4,0,W 4,Izod Center
1993,5,1992-12-21,Mon,REG,N,DePaul,NA,GMWC,W,89,73,NA,5,0,W 5,Lahaina Civic Center
1993,6,1992-12-22,Tue,REG,N,Louisiana State,NA,SEC,W,96,67,NA,6,0,W 6,Lahaina Civic Center
1993,7,1992-12-23,Wed,REG,N,Brigham Young,NA,WAC,W,89,66,NA,7,0,W 7,Lahaina Civic Center
1993,8,1992-12-30,Wed,REG,H,Boston University,NA,NAC,W,106,62,NA,8,0,W 8,Cameron Indoor Stadium
1993,9,1993-01-04,Mon,REG,H,Oklahoma,11,Big 8,W,88,84,OT,9,0,W 9,Cameron Indoor Stadium
1993,10,1993-01-06,Wed,REG,H,Clemson,NA,ACC,W,110,67,NA,10,0,W 10,Cameron Indoor Stadium
1993,11,1993-01-10,Sun,REG,A,Georgia Tech,10,ACC,L,79,80,NA,10,1,L 1,Alexander Memorial Coliseum
1993,12,1993-01-13,Wed,REG,A,Wake Forest,NA,ACC,W,86,59,NA,11,1,W 1,Lawrence Joel Coliseum
1993,13,1993-01-16,Sat,REG,H,Iowa,13,Big Ten,W,65,56,NA,12,1,W 2,Cameron Indoor Stadium
1993,14,1993-01-17,Sun,REG,H,Virginia,14,ACC,L,69,77,NA,12,2,L 1,Cameron Indoor Stadium
1993,15,1993-01-21,Thu,REG,H,North Carolina State,NA,ACC,W,92,56,NA,13,2,W 1,Cameron Indoor Stadium
1993,16,1993-01-24,Sun,REG,A,Florida State,NA,ACC,L,88,89,OT,13,3,L 1,Donald L. Tucker Center
1993,17,1993-01-26,Tue,REG,H,San Francisco,NA,WCC,W,117,73,NA,14,3,W 1,Cameron Indoor Stadium
